Year,Date,Latitude,Longitude,Depth,A. robusta,A. unicornis,C. divergens,C. dentata,E. huxleyi,G. ericsonii,S. florida,NiCompounds,Phosphate,Silicate,Salinity,Temperature,Chlorophyll
2004,2004-05-11,-12.3,-25,30,0,0,0,0,949.2956202378999,94.92956202379999,0,0.029999999999999995,0.17226431874075807,1.0825420597884297,36.9965,26.825,0.005
2004,2004-05-11,-12.3,-25,55,0,0,0,0,768.9294523927,85.43660582140001,0,0.25200732080340965,0.1790627535252499,1.190667410868913,36.989,26.775,0.005
2004,2004-05-11,-12.3,-25,130,65.7204660165,0,0,0,1380.1297863459,262.8818640659,0,2.212036312171453,0.30351602733649324,1.7130765715957603,36.6145,21.8375,0.135
2004,2004-05-11,-12.3,-25,195,200,100,0,0,100,0,0,7.319223578707914,0.6271769564570736,2.9102047252797503,35.6435,15.7045,0.02
2004,2004-05-14,-0.1,-25,8,0,0,0,0,3631.05574741,0,0,0.0288,0.1006938380002395,0.76,36.301,27.3075,0.02
2004,2004-05-14,-0.1,-25,15,106.7957572768,0,0,0,7262.1114948199,0,106.7957572768,0.0288,0.11211445082103405,0.66,36.301,27.313000000000002,0.025
2004,2004-05-14,-0.1,-25,27,100.5136539075,0,0,0,4623.628079747,0,0,0.027000000000000003,0.14204224039800578,0.57,36.31350000000001,27.2095,0.04
2004,2004-05-14,-0.1,-25,59,2250,0,0,0,35430,0,0,0.7367261011400924,0.13854640827022058,1.14,36.5725,24.261999999999997,0.16
2004,2004-05-14,-0.1,-25,59,2196.9412925506,0,0,0,38080.3157375432,0,0,0.7367261011400924,0.13854640827022058,1.14,36.5725,24.261999999999997,0.16
2004,2004-05-14,-0.1,-25,59,2287.3242476566,0,0,0,33356.811944992594,0,0,0.7367261011400924,0.13854640827022058,1.14,36.5725,24.261999999999997,0.16
2004,2004-05-14,-0.1,-25,92,1256.4206738443,0,0,0,4146.1882236861,0,0,2.3350709133180145,0.27095574494831476,2.44,35.8635,17.0905,0.08499999999999999
2004,2004-05-14,0.5,-25.2,6,0,0,0,0,1618.832958847,0,0,0.0199,0.0881729598174611,0.96,36.224,27.76,0.07478581934629415
2004,2004-05-14,0.5,-25.2,69,1447.3464165963,0,0,0,4985.3043238317,0,0,0.9599786696671381,0.12253974118444674,1.71,36.392,22.649,0.23
2004,2004-05-14,0.5,-25.2,99,0,0,0,0,0,0,0,2.4875887401535914,0.28190323085407215,4.1,35.653,15.637,0.05
2004,2004-05-15,3.2,-26.2,6,0,0,0,0,1474.5113268177,0,64.1091881225,0.029698391729960454,0.08719287736904449,0.86,34.8765,28.351,0.03
2004,2004-05-16,7.3,-27.8,8,0,0,0,0,860.5125766185,0,122.9303680884,0.0358,0.06940565823149036,1.05,35.5995,27.181,0.035
2004,2004-05-16,7.3,-27.8,15,0,0,0,0,2043.6663186517,0,0,0.0274,0.07174336190655893,0.99,35.6,27.1825,0.035
2004,2004-05-16,7.3,-27.8,26,107.8064426769,0,0,0,2156.1288535372,0,0,0.0444,0.07142286724929399,0.97,35.6035,27.185,0.035
2004,2004-05-16,7.3,-27.8,60,798.472951602,0,0,0,6866.867383776999,319.3891806408,0,0.34487219186114265,0.06377677645925386,2.74,35.9435,20.271500000000003,0.34
2004,2004-05-16,7.3,-27.8,93,213.2582984622,0,0,0,639.7748953865,0,0,2.4373062147185327,0.2765791441045828,1.8018910531877184,35.529,14.951999999999998,0.06000000000000001
2004,2004-05-18,14.8,-30.7,13,0,0,148.4981898509,0,593.9927594035,148.4981898509,0,0.0289,0.021390291061503794,1.24,36.358,23.9275,0.01
2004,2004-05-18,14.8,-30.7,24,0,0,0,0,669.8487775694,148.8552839043,0,0.027000000000000003,0.007893561965763147,1.24,36.363,23.8985,0.02
2004,2004-05-18,14.8,-30.7,44,0,0,0,0,1701.5599109906,719.8907315728999,0,0.0225,0.008152744625978687,1.24,36.3905,23.8145,0.02
2004,2004-05-18,14.8,-30.7,100,609.9531327084,0,0,0,1219.9062654169,152.4882831771,0,2.5470293046230634,0.28709965981932023,1.24,36.8755,21.945999999999998,0.175
2004,2004-05-18,14.8,-30.7,151,0,0,0,0,398.10460876080003,0,0,5.8744184280323735,0.5280161478910241,2.7205058626734653,36.2635,17.0455,0.035
2004,2004-05-20,22.3,-33.7,15,0,0,96.2922036974,0,3659.1037405029997,96.2922036974,0,0.0229,0.0095,0.58,37.503,23.6995,0
2004,2004-05-20,22.3,-33.7,28,0,0,0,83.638708151,3094.6322015869,250.91612445299998,0,0.0025,0.0093,0.56,37.4965,23.6095,0
2004,2004-05-20,22.3,-33.7,114,2859.8027053192,0,0,0,8579.4081159576,178.7376690825,0,2.8610721377303276,0.0248,0.67,37.0925,21.248,0.14
2004,2004-05-20,22.3,-33.7,172,0,0,0,0,331.6638424744,0,0,6.138556264222998,0.5464921740481308,1.46,36.733,19.151000000000003,0.01
2004,2004-05-22,29.3,-36.7,17,0,0,0,0,4880,4590,0,0.0246,0,0.82,36.933,20.7615,-0.005
2004,2004-05-22,29.3,-36.7,32,0,0,0,152.5653675382,5797.4839664529,3661.5688209176,0,0.0053,0,0.8,36.9335,20.764,0
2004,2004-05-22,29.3,-36.7,32,0,0,304.9765663542,152.4882831771,1372.3945485939998,2134.8359644795,0,0.0053,0,0.8,36.9335,20.764,0
2004,2004-05-22,29.3,-36.7,32,0,0,410.2823762613,0,683.8039604355,2461.6942575677,0,0.0053,0,0.8,36.9335,20.764,0
2004,2004-05-22,29.3,-36.7,32,0,0,0,0,1392.5870609782,2645.9154158585,0,0.0053,0,0.8,36.9335,20.764,0
2004,2004-05-22,29.3,-36.7,32,0,138.6257119792,0,0,1109.0056958335,2218.011391667,0,0.0053,0,0.8,36.9335,20.764,0
2004,2004-05-22,29.3,-36.7,56,0,0,0,0,3133.1267170323,1629.2258928567999,0,0.0034,2e-4,0.82,36.878,20.267,0.015
2004,2004-05-22,29.3,-36.7,131,816.2733040262,136.045550671,0,0,8706.9152429463,3537.184317447,0,4.233219966787777,0.4113912122952816,2.2794874628825967,36.8005,19.4755,0.115
2004,2004-05-22,29.3,-36.7,196,855.6824928184,0,0,0,8227.7162771004,987.3259532521,0,6.868700250010473,0.5919042755680811,1.51,36.5065,17.96,0.01
2004,2004-05-26,38.7,-20,7,0,0,396.7,0,1785.4,66455.1,0,0.020760219033239127,0.0018,0.6459275900454741,36.158,16.889499999999998,0.1
2004,2004-05-26,38.7,-20,13,0,0,0,0,2268,75670.1,0,0.01982924979358355,0.0017,0.6736070637915024,36.1455,16.524,0.07
2004,2004-05-26,38.7,-20,24,0,0,669.0240856784,0,1561.0561999162,65341.352367918895,0,0.01488420556787488,0.0025,0.7071764844809443,36.117,16.285,0.185
2004,2004-05-26,38.7,-20,50,0,0,0,0,1783.2,57459.9,0,0.00932886935411499,0.0212,0.7408065103972421,36.0855,15.4615,0.505
2004,2004-10-10,0.1,-25,10,0,0,0,0,1610,0,0,0.03,0.03,1.16,36.0585,26.469500000000004,0.12
2004,2004-10-10,0.1,-25,66,570,0,0,0,2440,0,0,1.46,0.08,1.5,36.15000000000001,25.6835,0.24
2004,2004-10-10,0.1,-25,100,1330,0,0,0,1710,0,0,3.95,0.28,2.05,36.414,22.0075,0.11
2004,2004-10-12,-6.8,-25,18,0,0,0,0,3870,0,0,0.03,0.09,1.12,36.2225,25.8475,0.055
2004,2004-10-12,-6.8,-25,101,2100,0,0,0,8790,0,0,0.55,0.25,1.49,36.54600000000001,22.072000000000006,0.215
2004,2004-10-12,-6.8,-25,152,990,0,0,0,360,0,0,21.33,1.43,7.33,35.61400000000001,15.512,0.07
2004,2004-10-13,-10.4,-25,16,0,0,240,0,2060,0,0,0.03,0.05,0.94,36.396,25.367,0.045
2004,2004-10-13,-10.4,-25,126,160,0,0,0,2270,0,0,0.03,0.1,0.99,36.855,23.4155,0.12
2004,2004-10-13,-10.4,-25,181,320,0,0,0,250,0,0,11.41,0.79,3.38,35.738,16.421,0.05
2004,2004-10-14,-14.2,-25,21,90,0,0,0,470,0,0,0.03,0.08,0.98,37.00150000000001,24.6425,0.02
2004,2004-10-14,-14.2,-25,126,160,0,0,0,1740,0,0,0.66,0.27,1.28,36.7,21.994,0.18
2004,2004-10-14,-14.2,-25,201,130,0,0,0,260,60,0,8.09,0.68,3.06,35.523,15.269,0.03
2004,2004-10-15,-17.9,-25,27,0,0,0,0,2230,3160,0,0.03,0.15,1.01,37.174,23.779,0.02
2004,2004-10-15,-17.9,-25,253,0,0,0,0,0,0,0,8.67,0.62,2.95,35.485,15.099,0.02
2004,2004-10-16,-20.6,-23.7,24,0,0,0,0,2050,4320,0,0.03,0.14,1.1,37.0495,23.288,0.02
2004,2004-10-16,-20.6,-23.7,170,80,0,0,0,2010,540,0,0.46,0.22,1.34,36.43250000000001,20.288,0.14
2004,2004-10-16,-20.6,-23.7,247,0,0,0,0,60,0,0,7.29,0.63,2.98,35.56,15.5875,0.02
2005,2005-10-20,44.3,-19.3,5,0,0,0,0,4690,3750,0,0.03,0.03,0.55,35.966,18.53,0.1
2005,2005-10-28,35.9,-29.1,12,0,0,650,0,5210,220,0,0.03,0.03,0.45,36.423,21.757,0.07
2005,2005-10-31,29.5,-36.3,13,0,0,270,0,4790,0,0,0.03,0.03,0.77,36.941,24.596,0.05
2005,2005-11-02,24,-36.8,15,0,0,230,0,5740,0,0,0.03,0.03,0.83,37.425,26.5,0.05
2005,2005-11-04,18.4,-33.9,16,0,0,430,0,1430,0,0,0.03,0.03,0.87,37.199,26.955,0.05
2005,2005-11-06,12.1,-30.8,4,0,0,0,0,4850,0,0,0.03,0.03,1.11,35.918,27.499,0.11
2005,2005-11-08,6.5,-28.1,5,0,0,230,0,4270,580,0,0.03,0.03,1.98,34.832,28.279,0.09
2005,2005-11-10,0.9,-25.4,11,0,0,0,0,6830,0,0,0.03,0.0687905662648928,1.39,36.066,27.249,0.07
2005,2005-11-11,-2.9,-25,10,0,0,0,0,3640,0,120,0.03,0.09757276504244072,1.37,36.267,26.884,0.07
2005,2005-11-13,-11,-25,18,0,0,140,0,3260,410,0,0.03,0.21,1.01,36.667,25.62,0.05
2005,2005-11-14,-14.4,-25,19,0,0,350,0,1770,0,0,0.03,0.2,1.12,36.848,25.296,0.04
2005,2005-11-15,-18.6,-25,22,0,120,360,0,2370,4380,0,0.03,0.28,1.14,36.966,24.497,0.05
2005,2005-11-16,-21.1,-22.4,18,0,0,320,0,4620,8120,0,0.03,0.28,1.25,36.93966666666665,24.159666666666666,0.02
2005,2005-11-16,-21.1,-22.4,33,0,0,0,0,4740,13990,0,0.03,0.26,1.22,36.909,23.896666666666665,0.02666666666666667
2005,2005-11-16,-21.1,-22.4,60,0,0,0,0,6430,18050,0,0.03,0.25,1.26,36.836666666666666,22.519333333333336,0.02666666666666667
2005,2005-11-16,-21.1,-22.4,139,170,170,0,0,10780,1520,0,0.05,0.25,1.28,36.701666666666654,21.47833333333333,0.12333333333333335
2005,2005-11-16,-21.1,-22.4,152,70,0,0,0,1650,220,0,0.75,0.32,1.53,36.553166666666655,20.776333333333334,0.135
2005,2005-11-16,-21.1,-22.4,209,0,0,0,0,250,0,0,5.21,0.56,2.6,35.77266666666667,16.92,0.05333333333333334
2005,2005-11-16,-21.1,-22.4,510,40,0,0,0,150,0,0,25.38,1.63,12.69,34.681999999999995,8.636000000000001,0.01
2005,2005-11-16,-21.1,-22.4,1009,30,0,0,0,30,0,0,33.95,2.31,41.94,34.531,3.645,0.01
2005,2005-11-16,-21.1,-22.4,3508,0,0,0,0,0,0,0,23.03,1.58,44.3,34.899,2.417,0
2005,2005-11-16,-21.1,-22.4,5010,0,0,0,0,60,0,0,31.75,2.22,107.1,34.735,0.907,0.01
2005,2005-11-18,-23.8,-16.5,21,0,0,0,0,9480,2770,0,0.03,0.29,1.57,36.536,22.94,0.04
2005,2005-11-21,-28.9,-4.7,17,0,0,130,0,2950,510,0,0.03,0.24,1.74,36.12,20.789,0.05
2005,2005-11-23,-32.5,4.2,8,0,0,0,0,39600,0,0,0.03,0.29,0.98,35.531,17.586,0.09
2005,2005-11-24,-33.6,8.9,6,0,0,0,0,131610,0,0,0.03,0.21,2.02,35.55,18.008,0.23
2005,2005-11-24,-33.9,10.3,2,0,0,0,0,265780,0,0,0.03,0.08,1.42,35.53,18.335,0.11
